         Step axial_stra... axial_stre... 
------------- ------------- ------------- 
         Step axial_stra... axial_stre... 
------------- ------------- ------------- 
 7.960000e+03 -2.359111e-04 -1.343353e+07 
 7.970000e+03 -2.365709e-04 -1.347651e+07 
 7.980000e+03 -2.372306e-04 -1.351865e+07 
 7.990000e+03 -2.378903e-04 -1.355985e+07 
 8.000000e+03 -2.385500e-04 -1.360005e+07 
 8.010000e+03 -2.392098e-04 -1.363927e+07 
 8.020000e+03 -2.398695e-04 -1.367758e+07 
 8.030000e+03 -2.405292e-04 -1.371508e+07 
 8.040000e+03 -2.411890e-04 -1.375187e+07 
 8.050000e+03 -2.418487e-04 -1.378806e+07 
 8.060000e+03 -2.425084e-04 -1.382373e+07 
 8.070000e+03 -2.431681e-04 -1.385894e+07 
 8.080000e+03 -2.438279e-04 -1.389375e+07 
 8.090000e+03 -2.444876e-04 -1.392819e+07 
 8.100000e+03 -2.451473e-04 -1.396231e+07 
 8.110000e+03 -2.458071e-04 -1.399618e+07 
 8.120000e+03 -2.464668e-04 -1.402990e+07 
 8.130000e+03 -2.471265e-04 -1.406355e+07 
 8.140000e+03 -2.477863e-04 -1.409726e+07 
 8.150000e+03 -2.484460e-04 -1.413119e+07 
 8.160000e+03 -2.491057e-04 -1.416545e+07 
 8.170000e+03 -2.497655e-04 -1.420019e+07 
 8.180000e+03 -2.504252e-04 -1.423555e+07 
 8.190000e+03 -2.510849e-04 -1.427165e+07 
 8.200000e+03 -2.517446e-04 -1.430859e+07 
 8.210000e+03 -2.524044e-04 -1.434637e+07 
 8.220000e+03 -2.530641e-04 -1.438496e+07 
 8.230000e+03 -2.537238e-04 -1.442426e+07 
 8.240000e+03 -2.543836e-04 -1.446412e+07 
 8.250000e+03 -2.550433e-04 -1.450440e+07 
 8.260000e+03 -2.557030e-04 -1.454491e+07 
 8.270000e+03 -2.563628e-04 -1.458552e+07 
 8.280000e+03 -2.570225e-04 -1.462605e+07 
 8.290000e+03 -2.576822e-04 -1.466637e+07 
 8.300000e+03 -2.583420e-04 -1.470640e+07 
 8.310000e+03 -2.590017e-04 -1.474608e+07 
 8.320000e+03 -2.596614e-04 -1.478540e+07 
 8.330000e+03 -2.603212e-04 -1.482440e+07 
 8.340000e+03 -2.609809e-04 -1.486313e+07 
 8.350000e+03 -2.616406e-04 -1.490164e+07 
 8.360000e+03 -2.623004e-04 -1.493995e+07 
 8.370000e+03 -2.629601e-04 -1.497809e+07 
 8.380000e+03 -2.636198e-04 -1.501603e+07 
 8.390000e+03 -2.642796e-04 -1.505370e+07 
 8.400000e+03 -2.649393e-04 -1.509107e+07 
 8.410000e+03 -2.655990e-04 -1.512809e+07 
 8.420000e+03 -2.662588e-04 -1.516477e+07 
 8.430000e+03 -2.669185e-04 -1.520113e+07 
 8.440000e+03 -2.675782e-04 -1.523719e+07 
 8.450000e+03 -2.682380e-04 -1.527299e+07 
 8.460000e+03 -2.688977e-04 -1.530859e+07 
 8.470000e+03 -2.695574e-04 -1.534404e+07 
 8.480000e+03 -2.702172e-04 -1.537937e+07 
 8.490000e+03 -2.708769e-04 -1.541461e+07 
 8.500000e+03 -2.715367e-04 -1.544986e+07 
 8.510000e+03 -2.721964e-04 -1.548522e+07 
 8.520000e+03 -2.728561e-04 -1.552078e+07 
 8.530000e+03 -2.735159e-04 -1.555662e+07 
 8.540000e+03 -2.741756e-04 -1.559281e+07 
 8.550000e+03 -2.748353e-04 -1.562938e+07 
 8.560000e+03 -2.754951e-04 -1.566637e+07 
 8.570000e+03 -2.761548e-04 -1.570379e+07 
 8.580000e+03 -2.768145e-04 -1.574161e+07 
 8.590000e+03 -2.774743e-04 -1.577983e+07 
 8.600000e+03 -2.781340e-04 -1.581838e+07 
 8.610000e+03 -2.787937e-04 -1.585723e+07 
 8.620000e+03 -2.794535e-04 -1.589630e+07 
 8.630000e+03 -2.801132e-04 -1.593553e+07 
 8.640000e+03 -2.807730e-04 -1.597491e+07 
 8.650000e+03 -2.814327e-04 -1.601443e+07 
 8.660000e+03 -2.820924e-04 -1.605410e+07 
 8.670000e+03 -2.827522e-04 -1.609392e+07 
 8.680000e+03 -2.834119e-04 -1.613383e+07 
 8.690000e+03 -2.840716e-04 -1.617373e+07 
 8.700000e+03 -2.847314e-04 -1.621351e+07 
 8.710000e+03 -2.853911e-04 -1.625305e+07 
 8.720000e+03 -2.860509e-04 -1.629226e+07 
 8.730000e+03 -2.867106e-04 -1.633107e+07 
 8.740000e+03 -2.873703e-04 -1.636945e+07 
 8.750000e+03 -2.880301e-04 -1.640736e+07 
 8.760000e+03 -2.886898e-04 -1.644482e+07 
 8.770000e+03 -2.893495e-04 -1.648180e+07 
 8.780000e+03 -2.900093e-04 -1.651829e+07 
 8.790000e+03 -2.906690e-04 -1.655429e+07 
 8.800000e+03 -2.913288e-04 -1.658982e+07 
 8.810000e+03 -2.919885e-04 -1.662493e+07 
 8.820000e+03 -2.926482e-04 -1.665967e+07 
 8.830000e+03 -2.933080e-04 -1.669416e+07 
 8.840000e+03 -2.939677e-04 -1.672849e+07 
 8.850000e+03 -2.946275e-04 -1.676279e+07 
 8.860000e+03 -2.952872e-04 -1.679722e+07 
 8.870000e+03 -2.959469e-04 -1.683192e+07 
 8.880000e+03 -2.966067e-04 -1.686698e+07 
 8.890000e+03 -2.972664e-04 -1.690254e+07 
 8.900000e+03 -2.979262e-04 -1.693865e+07 
 8.910000e+03 -2.985859e-04 -1.697538e+07 
 8.920000e+03 -2.992456e-04 -1.701274e+07 
 8.930000e+03 -2.999054e-04 -1.705073e+07 
 8.940000e+03 -3.005651e-04 -1.708934e+07 
 8.950000e+03 -3.012249e-04 -1.712854e+07 
 8.960000e+03 -3.018846e-04 -1.716830e+07 
 8.970000e+03 -3.025443e-04 -1.720856e+07 
 8.980000e+03 -3.032041e-04 -1.724923e+07 
 8.990000e+03 -3.038638e-04 -1.729021e+07 
 9.000000e+03 -3.045236e-04 -1.733137e+07 
 9.010000e+03 -3.051833e-04 -1.737256e+07 
 9.020000e+03 -3.058431e-04 -1.741362e+07 
 9.030000e+03 -3.065028e-04 -1.745438e+07 
 9.040000e+03 -3.071625e-04 -1.749475e+07 
 9.050000e+03 -3.078223e-04 -1.753461e+07 
 9.060000e+03 -3.084820e-04 -1.757392e+07 
 9.070000e+03 -3.091418e-04 -1.761263e+07 
 9.080000e+03 -3.098015e-04 -1.765073e+07 
 9.090000e+03 -3.104612e-04 -1.768820e+07 
 9.100000e+03 -3.111210e-04 -1.772501e+07 
 9.110000e+03 -3.117807e-04 -1.776116e+07 
 9.120000e+03 -3.124405e-04 -1.779665e+07 
 9.130000e+03 -3.131002e-04 -1.783152e+07 
 9.140000e+03 -3.137600e-04 -1.786584e+07 
 9.150000e+03 -3.144197e-04 -1.789971e+07 
 9.160000e+03 -3.150794e-04 -1.793326e+07 
 9.170000e+03 -3.157392e-04 -1.796661e+07 
